POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
43,Yusuf Pathan,15,12,3,268,72,29.77,165,162.42,0,1,15,20
44,Naman Ojha,11,10,4,232,79*,38.66,161,144.09,0,1,14,17
45,Manoj Tiwary,8,8,3,152,61*,30.40,118,128.81,0,1,14,4
46,Jacques Kallis,8,7,1,151,72,25.16,129,117.05,0,1,13,4
47,Kedar Jadhav,10,10,5,149,37,29.80,101,147.52,0,0,13,7
48,Steve Smith,10,7,3,147,48*,36.75,110,133.63,0,0,13,4
49,Chidhambaram Gautam,9,9,2,121,33,17.28,111,109.00,0,0,13,5
50,KL Rahul,11,8,0,166,46,20.75,164,101.21,0,0,12,3
51,Mayank Agarwal,8,8,0,115,31,14.37,91,126.37,0,0,12,3
52,Ravindra Jadeja,16,10,5,146,36*,29.20,110,132.72,0,0,9,5
53,Mitchell Starc,14,9,3,85,29,14.16,84,101.19,0,0,9,0
54,James Faulkner,13,12,8,181,41*,45.25,94,192.55,0,0,8,16
55,David Hussey,5,4,2,116,50*,58.00,94,123.40,0,1,8,6
56,Rishi Dhawan,13,6,4,82,23*,41.00,75,109.33,0,0,8,1
57,Venugopal Rao,7,5,2,71,27,23.66,63,112.69,0,0,8,0
58,Sachin Rana,9,7,4,73,19*,24.33,65,112.30,0,0,7,1
59,Shaun Marsh,2,2,0,70,40,35.00,52,134.61,0,0,7,3
60,Ben Dunk,3,3,0,40,20,13.33,35,114.28,0,0,7,0
61,Axar Patel,17,8,2,62,42*,10.33,60,103.33,0,0,6,1
62,Ross Taylor,4,4,1,59,43*,19.66,59,100.00,0,0,6,0
63,Chris Lynn,2,2,0,58,45,29.00,49,118.36,0,0,5,3
64,Irfan Pathan,10,6,4,55,23*,27.50,54,101.85,0,0,5,0
65,Abhishek Nayar,5,4,1,43,23,14.33,47,91.48,0,0,5,1
66,Stuart Binny,13,12,2,123,48*,12.30,121,101.65,0,0,4,5
67,Darren Sammy,10,9,2,108,29,15.42,91,118.68,0,0,4,8
68,Brad Hodge,4,4,1,101,40,33.66,72,140.27,0,0,4,6
69,Rajat Bhatia,12,7,2,67,23,13.40,53,126.41,0,0,4,3
70,Mitchell Johnson,14,8,5,56,16*,18.66,50,112.00,0,0,4,3
71,Ravichandran Ashwin,16,6,3,45,14,15.00,45,100.00,0,0,4,0
72,Ankit Sharma,3,2,0,34,30,17.00,30,113.33,0,0,4,1
73,Piyush Chawla,11,5,2,31,17*,10.33,19,163.15,0,0,4,1
74,Ryan ten Doeschate,10,7,3,52,25*,13.00,33,157.57,0,0,3,4
75,Jimmy Neesham,4,3,0,42,22,14.00,46,91.30,0,0,3,1
76,Mithun Manhas,12,5,3,35,13*,17.50,23,152.17,0,0,3,1
77,Vijay Zol,3,2,0,29,16,14.50,26,111.53,0,0,3,1
78,Nic Maddinson,2,2,0,16,12,8.00,14,114.28,0,0,3,0
79,Rilee Rossouw,3,3,0,39,24,13.00,41,95.12,0,0,2,2
80,Kevon Cooper,5,5,2,39,32,13.00,26,150.00,0,0,2,3
81,Varun Aaron,10,3,3,35,17*,-,34,102.94,0,0,2,1
82,Laxmi Ratan Shukla,5,3,0,31,21,10.33,38,81.57,0,0,2,1
83,Harbhajan Singh,14,7,2,28,10*,5.60,25,112.00,0,0,2,2
84,Mandeep Singh,3,3,0,24,21,8.00,26,92.30,0,0,2,0
85,Rahul Shukla,3,3,2,18,14,18.00,21,85.71,0,0,2,0
86,Jason Holder,1,1,0,16,16,16.00,12,133.33,0,0,2,1
87,Imran Tahir,6,2,0,8,4,4.00,10,80.00,0,0,2,0
88,Albie Morkel,7,5,2,45,16,15.00,41,109.75,0,0,1,3
89,Karn Sharma,14,8,4,42,17*,10.50,29,144.82,0,0,1,3
90,Dhawal Kulkarni,8,2,2,35,28*,-,25,140.00,0,0,1,2
91,Dale Steyn,14,4,1,22,12,7.33,26,84.61,0,0,1,0
92,Harshal Patel,3,3,1,13,6,6.50,7,185.71,0,0,1,1
93,Shreyas Gopal,4,1,0,11,11,11.00,10,110.00,0,0,1,0
94,Moises Henriques,4,2,0,9,9,4.50,14,64.28,0,0,1,0
95,Shivam Sharma,4,2,1,5,4,5.00,3,166.66,0,0,1,0
96,Tim Southee,3,1,0,4,4,4.00,4,100.00,0,0,1,0
97,Abu Nechim,4,1,1,4,4*,-,1,400.00,0,0,1,0
