POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
66,Ravindra Jadeja,16,10,5,89,27*,17.80,74,120.27,0,0,3,4
67,Deepak Hooda,9,8,4,87,32*,21.75,81,107.40,0,0,2,3
68,Kedar Jadhav,1,1,1,24,24*,-,22,109.09,0,0,1,2
69,David Miller,3,3,1,74,26,37.00,64,115.62,0,0,3,2
70,Chris Morris,4,4,3,46,27*,46.00,26,176.92,0,0,3,2
71,Stuart Binny,7,5,0,44,22,8.80,39,112.82,0,0,2,2
72,Yuvraj Singh,8,6,0,65,20,10.83,73,89.04,0,0,6,2
73,Dhruv Shorey,1,1,0,8,8,8.00,9,88.88,0,0,0,1
74,Murali Vijay,1,1,0,12,12,12.00,10,120.00,0,0,0,1
75,Corey Anderson,3,3,0,17,15,5.66,22,77.27,0,0,0,1
76,Javon Searles,4,2,1,8,6*,8.00,6,133.33,0,0,0,1
77,Dan Christian,4,3,1,26,13,13.00,33,78.78,0,0,0,1
78,Heinrich Klaasen,4,4,1,57,32,19.00,47,121.27,0,0,5,1
79,Chris Woakes,5,4,2,17,11,8.50,19,89.47,0,0,1,1
80,Manoj Tiwary,5,4,1,47,35,15.66,44,106.81,0,0,4,1
81,Shreevats Goswami,6,3,0,52,35,17.33,40,130.00,0,0,6,1
82,JP Duminy,6,4,3,36,23,36.00,40,90.00,0,0,3,1
83,Gautam Gambhir,6,5,0,85,55,17.00,88,96.59,0,1,8,1
84,Sarfaraz Khan,7,6,1,51,22*,10.20,41,124.39,0,0,7,1
85,Tim Southee,8,4,2,52,36*,26.00,46,113.04,0,0,5,1
86,Rahul Tewatia,8,5,2,50,24,16.66,43,116.27,0,0,5,1
87,Mohammed Siraj,11,4,2,25,14,12.50,22,113.63,0,0,2,1
88,Mitchell McClenaghan,11,5,3,11,11*,5.50,10,110.00,0,0,1,1
89,Wriddhiman Saha,11,10,2,122,35,15.25,102,119.60,0,0,17,1
90,Harbhajan Singh,13,3,0,29,19,9.66,36,80.55,0,0,3,1
91,Andrew Tye,14,8,2,32,14,5.33,38,84.21,0,0,2,1
92,Piyush Chawla,15,7,3,27,12,6.75,34,79.41,0,0,1,1
93,Jaydev Unadkat,15,7,3,49,26,12.25,38,128.94,0,0,6,1
