POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
54,Manoj Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,12,1
55,Harbhajan Singh,19,14,8,116,25*,19.33,79,146.83,0,0,12,5
56,Tillakaratne Dilshan,5,5,0,76,33,15.20,93,81.72,0,0,12,0
57,Darren Sammy,10,9,3,174,60,29.00,132,131.81,0,1,11,10
58,Manish Pandey,7,7,1,136,66,22.66,137,99.27,0,1,11,3
59,Manpreet Juneja,7,7,0,125,49,17.85,128,97.65,0,0,11,1
60,Subramaniam Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,11,0
61,Dwayne Bravo,18,12,4,121,23*,15.12,106,114.15,0,0,11,3
62,Gurkeerat Mann Singh,11,9,1,108,31,13.50,95,113.68,0,0,10,3
63,Irfan Pathan,15,13,5,142,24,17.75,152,93.42,0,0,9,3
64,Rajagopal Sathish,9,8,3,109,27*,21.80,77,141.55,0,0,9,5
65,Akshath Reddy,7,7,0,91,27,13.00,101,90.09,0,0,9,0
66,Amit Mishra,17,8,2,89,30,14.83,96,92.70,0,0,9,0
67,Ryan ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,9,2
68,Kedar Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,8,5
69,Ashish Reddy,12,10,4,125,36*,20.83,89,140.44,0,0,8,5
70,Rajat Bhatia,15,10,4,99,26*,16.50,80,123.75,0,0,8,3
71,Tirumalasetti Suman,7,5,0,52,23,10.40,58,89.65,0,0,8,0
72,Mitchell Marsh,9,8,1,140,38,20.00,106,132.07,0,0,6,10
73,Karn Sharma,13,7,3,85,39*,21.25,86,98.83,0,0,6,2
74,Vinay Kumar,16,5,4,70,26*,70.00,44,159.09,0,0,6,3
75,Wriddhiman Saha,3,3,0,70,39,23.33,56,125.00,0,0,6,4
76,Mayank Agarwal,5,5,0,67,29,13.40,62,108.06,0,0,6,3
77,Morne Morkel,10,6,1,57,23*,11.40,29,196.55,0,0,6,3
78,Angelo Mathews,11,10,3,172,40,24.57,139,123.74,0,0,5,10
79,Debabrata Das,10,6,1,75,23,15.00,74,101.35,0,0,5,5
80,Abhishek Nayar,11,9,3,66,25*,11.00,73,90.41,0,0,5,0
81,Piyush Chawla,16,11,5,64,23,10.66,57,112.28,0,0,5,3
82,Luke Pomersbach,3,3,1,58,33*,29.00,59,98.30,0,0,5,1
83,James Faulkner,16,9,4,57,19*,11.40,57,100.00,0,0,5,2
84,Dale Steyn,17,8,6,53,18*,26.50,36,147.22,0,0,5,2
85,Johan Botha,6,6,0,43,23,7.16,52,82.69,0,0,5,1
86,Saurabh Tiwary,9,6,2,109,52,27.25,106,102.83,0,1,4,4
87,Manpreet Gony,8,5,1,45,42,11.25,25,180.00,0,0,4,3
88,Chidhambaram Gautam,3,3,1,44,30,22.00,34,129.41,0,0,4,1
89,Kevon Cooper,14,5,1,39,26,9.75,22,177.27,0,0,4,2
90,Ravichandran Ashwin,18,5,1,35,11*,8.75,49,71.42,0,0,4,0
91,Sumit Narwal,2,1,0,23,23,23.00,15,153.33,0,0,4,0
92,KL Rahul,5,2,0,20,12,10.00,16,125.00,0,0,4,0
93,Ricky Ponting,6,5,0,52,28,10.40,75,69.33,0,0,3,1
94,Bhuvneshwar Kumar,16,9,2,52,24*,7.42,71,73.23,0,0,3,1
95,Praveen Kumar,15,7,1,47,24,7.83,39,120.51,0,0,3,3
96,Arun Karthik,12,5,2,41,19*,13.66,38,107.89,0,0,3,1
97,Umesh Yadav,16,8,7,38,12*,38.00,38,100.00,0,0,3,1
98,Ravi Rampaul,10,6,2,38,23*,9.50,37,102.70,0,0,3,1
99,Rishi Dhawan,6,4,1,21,14,7.00,21,100.00,0,0,3,0
100,Kushal Janith Perera,2,2,0,14,14,7.00,13,107.69,0,0,3,0
