POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
80,Brad Haddin,1,1,0,18,18,18.00,11,163.63,0,0,2,1
81,Nathan McCullum,2,2,1,26,15,26.00,22,118.18,0,0,0,1
82,Charl Langeveldt,3,1,0,8,8,8.00,8,100.00,0,0,0,1
83,Johan van der Wath,3,3,1,18,14*,9.00,16,112.50,0,0,1,1
84,Stuart Binny,6,2,1,37,30,37.00,31,119.35,0,0,2,1
85,Dwayne Bravo,6,2,1,11,6*,11.00,6,183.33,0,0,1,1
86,Ryan McLaren,6,4,1,90,51*,30.00,96,93.75,0,1,7,1
87,Mandeep Singh,6,5,1,47,15*,11.75,41,114.63,0,0,4,1
88,Sunny Singh,6,5,1,43,20,10.75,31,138.70,0,0,6,1
89,Abhishek Raut,7,4,1,60,25,20.00,58,103.44,0,0,5,1
90,Wayne Parnell,8,5,2,37,16,12.33,39,94.87,0,0,2,1
91,Raiphi Gomez,11,8,3,46,26*,9.20,50,92.00,0,0,4,1
92,Abhimanyu Mithun,12,6,3,27,11,9.00,20,135.00,0,0,3,1
93,Daniel Vettori,13,4,3,23,18*,23.00,28,82.14,0,0,1,1
94,Praveen Kumar,13,7,4,27,15*,9.00,31,87.09,0,0,2,1
95,Vinay Kumar,13,7,1,50,18,8.33,47,106.38,0,0,4,1
96,Amit Mishra,14,9,5,68,25*,17.00,49,138.77,0,0,9,1
97,Lasith Malinga,16,4,1,8,7,2.66,9,88.88,0,0,0,1
